t_product,,,,t_category,,Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,title,title,link,cn_name,en_name,first category,subcategory,NECKLINE,COLLAR,SLEEVE LENGTH,SLEEVE SHAPE,SHOULDER,WAIST,LENGTH,SILHOUETTE,RISE,FIT,Cut,Design,COLOR,LINE,MATERIAL,PATTERN,TRENDS,PROCESS,OCCASION,Type,STYLE(SHOES),FASTENER,COVER,NECK,SOLE,TOE BOX,Heel
1711284854538153985,everlane,The Organic Cotton Box-Cut Tee,https://www.everlane.com/products/womens-organic-cotton-box-cut-tee-white,Knit Tops,Knit Tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711284863845314562,everlane,The Way-High® Drape Pant ,https://www.everlane.com/products/womens-way-high-slouch-ankle-black,Bottoms,Bottoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711284873764843521,everlane,The TENCEL™ Way-High® Taper Pant,https://www.everlane.com/products/womens-tencel-way-high-taper-pant-black,Bottoms,Bottoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711284877401305090,everlane,The Organic Cotton Crew Tee,https://www.everlane.com/products/womens-organic-cotton-crew-black,Knit Tops,Knit Tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711284880752553986,everlane,The Dream Kick Flare Pant,https://www.everlane.com/products/womens-dream-kick-flare-pant-black,Bottoms,Bottoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711284882224754689,everlane,The Boxy Oxford,https://www.everlane.com/products/womens-boxy-oxford-black-white-stripe,Woven Tops,Woven Tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711284885768941569,everlane,The Way-High® Jean,https://www.everlane.com/products/womens-way-high-jean-dmdwr,Denim,Denim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711284895759773697,everlane,The Relaxed Oxford Shirt,https://www.everlane.com/products/womens-relaxed-oxford-shirt-white,Woven Tops,Woven Tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711284901363363841,everlane,The 100% Human® Crew,https://www.everlane.com/products/unisex-human-crew-sprint-white,Knit Tops,Knit Tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711285008796266497,everlane,The Supima® Micro-Rib Long-Sleeve Crew,https://www.everlane.com/products/womens-supima-rib-long-sleeve-crew-black,Knit Tops,Knit Tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711285011015053314,everlane,The Utility Barrel Pant,https://www.everlane.com/products/womens-utility-barrel-pant-navy,Bottoms,Bottoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711285017147125761,everlane,The Dream Pant®,https://www.everlane.com/products/womens-live-in-pant-black,Bottoms,Bottoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653373553459202,adjeans,Prima Ankle,https://www.agjeans.com//products/prima-ankle-ag-ed-cigarette-ankle-denim-emp185504yeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653374740447233,adjeans,Haruko Skirt,https://www.agjeans.com//products/haruko-skirt-vintage-a-line-skirt-lgn5570inar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653375969378305,adjeans,Prima Vapor Wash,https://www.agjeans.com//products/prima-vapor-wash-cigarette-leg-denim-ras1434grsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653377764540418,adjeans,Nikki Short 360°,https://www.agjeans.com//products/nikki-short-360-relaxed-skinny-360-stretch-denim-short-vbs1604czappo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653378968305665,adjeans,Saige Wide Leg Crop 360°,https://www.agjeans.com//products/saige-wide-leg-crop-360-high-rise-wide-leg-360-stretch-denim-vbs1d49vnappo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653380201431041,adjeans,Ex-Boyfriend Slim,https://www.agjeans.com//products/ex-boyfriend-slim-slouchy-slim-led1575bctint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653521255874561,adjeans,Ex-Boyfriend Slim,https://www.agjeans.com//products/ex-boyfriend-slim-ag-ed-slouchy-slim-fit-denim-sts157510ybof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653523046842369,adjeans,Uma V Neck,https://www.agjeans.com//products/uma-v-neck-made-in-italy-lcb70311idu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653524368048130,adjeans,Selvage Tote,https://www.agjeans.com//products/selvage-tote-selvage-denim-3077esdpeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653529707397122,adjeans,Koa,https://www.agjeans.com//products/koa-linen-relaxed-fit-button-up-shirt-bblp71315ukbemt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653531049574401,adjeans,Poppy Dress,https://www.agjeans.com//products/poppy-dress-belted-shirt-dress-big6266dwel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653532437889025,adjeans,Koa,https://www.agjeans.com//products/koa-linen-relaxed-fit-button-up-shirt-bbl71315trek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653681075634177,adjeans,Dakotah Shirt,https://www.agjeans.com//products/dakotah-shirt-western-shirt-big71216nocu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653682321342465,adjeans,Dakotah Shirt,https://www.agjeans.com//products/dakotah-shirt-western-shirt-bign71216deak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653683676102658,adjeans,Dakotah Shirt,https://www.agjeans.com//products/dakotah-shirt-workwear-shirt-big71297dwel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653684930199553,adjeans,Inez Cable Sweater,https://www.agjeans.com//products/inez-cable-sweater-made-in-italy-cab70273chg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653686645669889,adjeans,North Sweatpant,https://www.agjeans.com//products/north-sweatpant-relaxed-wide-leg-sweatpant-cerp1b56iwhgmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653688050761730,adjeans,Arllow Cropped Jacket,https://www.agjeans.com//products/arllow-cropped-jacket-essential-trucker-chu4628sest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653689451659266,adjeans,Nova Sweatshort,https://www.agjeans.com//products/nova-sweatshort-relaxed-sweatshort-curp1d29iwntmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653690768670722,adjeans,Jacquelyn Cardigan,https://www.agjeans.com//products/jacquelyn-cardigan-relaxed-cardigan-curp71304iwntmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653692102459394,adjeans,Kendrix Jacket,https://www.agjeans.com//products/kendrix-jacket-oversized-trucker-dsd4540dush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653693331390465,adjeans,Kendrix Vest,https://www.agjeans.com//products/kendrix-vest-belted-trucker-vest-dsd4607albi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653851121106945,adjeans,Mirah Jacket,https://www.agjeans.com//products/mirah-jacket-cropped-trucker-dsd4614pfebkmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653852148711425,adjeans,Jade Coat,https://www.agjeans.com//products/jade-coat-made-in-italy-dwp4464hgiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653853205676033,adjeans,Nova Sweatshort,https://www.agjeans.com//products/nova-sweatshort-relaxed-sweatshort-eltp1d29kbblmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653854233280513,adjeans,Khari Top,https://www.agjeans.com//products/khari-top-relaxed-eyelet-top-fce71316twh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711653859778150402,adjeans,Dries Travel Blanket,https://www.agjeans.com//products/dries-travel-blanket-packable-blanket-fny3081tcblmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654038619078657,adjeans,Rory Jacket,https://www.agjeans.com//products/rory-jacket-classic-motto-jacket-rll4478tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654040191942658,adjeans,Shae Short,https://www.agjeans.com//products/shae-short-sustainable-vegan-leather-rvl1d24idu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654181439324161,adjeans,Kara Short Coat,https://www.agjeans.com//products/kara-short-coat-made-in-italy-sbw4336mmehgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654182752141314,adjeans,Santana Jacket,https://www.agjeans.com//products/santana-jacket-sustainable-vegan-leather-rvl4623idu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654184153038850,adjeans,Mirah Jacket,https://www.agjeans.com//products/mirah-jacket-cropped-trucker-sgd4613rtre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654185465856002,adjeans,Alanna Jacket,https://www.agjeans.com//products/alanna-jacket-cropped-jacket-sgd4641idyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654186803838977,adjeans,Danna Coat,https://www.agjeans.com//products/danna-coat-made-in-italy-sqw4491suwnbw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654188049547266,adjeans,Kingsley Blazer,https://www.agjeans.com//products/kingsley-blazer-made-in-italy-swg4453tbid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654189093928961,adjeans,Elsie Belted Jacket,https://www.agjeans.com//products/elsie-belted-jacket-cropped-belted-jacket-sump4609smmomt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654190213808130,adjeans,Blake Jacket,https://www.agjeans.com//products/blake-jacket-workshop-military-jacket-vhc4631dtvgmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654191547596802,adjeans,Tailored Kora,https://www.agjeans.com//products/tailored-kora-high-rise-wide-leg-lgn1d77lais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654193174986754,adjeans,Yuko Safari Pant,https://www.agjeans.com//products/yuko-safari-pant-cloud-soft-tapered-safari-pant-hyd1d42paak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654335189925889,adjeans,Arllow Jacket,https://www.agjeans.com//products/arllow-jacket-essential-trucker-bks4616mepo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654337123500033,adjeans,Falyn,https://www.agjeans.com//products/falyn-denim-tee-vcd71370lenx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654338440511490,adjeans,Hailey Cut-Off Short,https://www.agjeans.com//products/hailey-cut-off-short-ex-boyfriend-short-bks1714vnmadp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654339761717250,adjeans,Isabelle,https://www.agjeans.com//products/isabelle-high-rise-straight-crop-cat1945sesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654341242306562,adjeans,Alexxis Short,https://www.agjeans.com//products/alexxis-short-vintage-short-chu1b11vnsest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654342655787010,adjeans,Mari,https://www.agjeans.com//products/mari-high-rise-slim-straight-dsd1875wht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654343968604161,adjeans,Kinsley,https://www.agjeans.com//products/kinsley-high-rise-crop-dsd1c05rhawdt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654345512108034,adjeans,Farrah Skinny Ankle,https://www.agjeans.com//products/farrah-skinny-ankle-ag-ed-high-rise-skinny-ankle-denim-eml1777vn21ydli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654346824925185,adjeans,Mari Crop,https://www.agjeans.com//products/mari-crop-ag-ed-high-rise-slim-straight-cropped-denim-eml1a48ah21ydli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654480811966465,adjeans,Alexxis Slim Selvage,https://www.agjeans.com//products/alexxis-slim-selvage-vintage-slim-denim-dub1b76kobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654482485493761,adjeans,Prima Crop,https://www.agjeans.com//products/prima-crop-ag-ed-cigarette-leg-cropped-denim-emp1557bt12yrrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654484200964097,adjeans,Mari Extended,https://www.agjeans.com//products/mari-extended-high-rise-slim-straight-emp1b33aere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
